ESTACION,TIEMPO,AIRETEMPERATURA,BULBOTEMPERATURA,HUMEDAD,INTECIDADLLUVIA,INTERVALOLLUVIA,LLUVIATOTAL,PRECICION,DIRECIONVIENTO,VELOCIDADVIENTO,VELOCIDADMAXIMA,BAROMETRICA,RADIACIONSOLAR,RUMBO,BATERIA,HORAMEDICION,ID
Oak Street Weather Station,11/06/2016 5:00:00 p. m.,183,132,56,0,0,26,0,0,0,5,10038,-2,1,12,11/06/2016 5:00:00 p. m.,OakStreetWeatherStation201611061700
63rd Street Weather Station,11/06/2016 6:00:00 p. m.,173,127,59,0,0,355,0,197,12,22,10038,2,354,119,11/06/2016 6:00:00 p. m.,63rdStreetWeatherStation201611061800
Oak Street Weather Station,11/06/2016 6:00:00 p. m.,181,132,58,0,0,26,0,131,9,15,10041,-2,1,12,11/06/2016 6:00:00 p. m.,OakStreetWeatherStation201611061800
63rd Street Weather Station,11/06/2016 7:00:00 p. m.,16,121,63,0,0,355,0,208,1,17,10042,2,355,118,11/06/2016 7:00:00 p. m.,63rdStreetWeatherStation201611061900
Oak Street Weather Station,11/06/2016 7:00:00 p. m.,187,126,49,0,0,26,0,358,6,8,10045,-2,1,12,11/06/2016 7:00:00 p. m.,OakStreetWeatherStation201611061900
63rd Street Weather Station,11/06/2016 8:00:00 p. m.,158,119,63,0,0,355,0,206,12,2,1004,2,354,119,11/06/2016 8:00:00 p. m.,63rdStreetWeatherStation201611062000
Oak Street Weather Station,11/06/2016 8:00:00 p. m.,184,123,49,0,0,26,0,230,0,5,10044,-2,1,12,11/06/2016 8:00:00 p. m.,OakStreetWeatherStation201611062000
63rd Street Weather Station,11/06/2016 9:00:00 p. m.,147,112,66,0,0,355,0,209,1,21,10042,2,354,119,11/06/2016 9:00:00 p. m.,63rdStreetWeatherStation201611062100
Oak Street Weather Station,11/06/2016 9:00:00 p. m.,179,118,48,0,0,26,0,0,0,4,10046,-2,1,12,11/06/2016 9:00:00 p. m.,OakStreetWeatherStation201611062100
63rd Street Weather Station,11/06/2016 10:00:00 p. m.,149,111,63,0,0,355,0,195,24,37,10041,2,354,119,11/06/2016 10:00:00 p. m.,63rdStreetWeatherStation201611062200
Oak Street Weather Station,11/06/2016 10:00:00 p. m.,176,118,50,0,0,26,0,0,0,4,10045,-2,1,121,11/06/2016 10:00:00 p. m.,OakStreetWeatherStation201611062200
63rd Street Weather Station,11/06/2016 11:00:00 p. m.,157,114,60,0,0,355,0,192,26,41,10039,2,354,119,11/06/2016 11:00:00 p. m.,63rdStreetWeatherStation201611062300
Oak Street Weather Station,11/06/2016 11:00:00 p. m.,17,117,53,0,0,26,0,111,12,19,10043,0,1,121,11/06/2016 11:00:00 p. m.,OakStreetWeatherStation201611062300
63rd Street Weather Station,11/07/2016 12:00:00 a. m.,138,106,67,0,0,355,0,205,22,28,10038,2,354,12,11/07/2016 12:00:00 a. m.,63rdStreetWeatherStation201611072400
Oak Street Weather Station,11/07/2016 12:00:00 a. m.,164,115,56,0,0,26,0,155,4,6,10042,0,1,121,11/07/2016 12:00:00 a. m.,OakStreetWeatherStation201611072400
63rd Street Weather Station,11/07/2016 1:00:00 a. m.,137,106,69,0,0,355,0,195,27,47,10038,2,354,118,11/07/2016 1:00:00 a. m.,63rdStreetWeatherStation201611070100
Oak Street Weather Station,11/07/2016 1:00:00 a. m.,16,112,56,0,0,26,0,0,0,6,10041,0,1,12,11/07/2016 1:00:00 a. m.,OakStreetWeatherStation201611070100
63rd Street Weather Station,11/07/2016 2:00:00 a. m.,133,105,71,0,0,355,0,197,23,3,1004,3,354,118,11/07/2016 2:00:00 a. m.,63rdStreetWeatherStation201611070200
Oak Street Weather Station,11/07/2016 2:00:00 a. m.,149,113,65,0,0,26,0,119,23,35,10042,0,1,121,11/07/2016 2:00:00 a. m.,OakStreetWeatherStation201611070200
63rd Street Weather Station,11/07/2016 3:00:00 a. m.,125,10,74,0,0,355,0,199,22,36,10038,3,354,119,11/07/2016 3:00:00 a. m.,63rdStreetWeatherStation201611070300
Oak Street Weather Station,11/07/2016 3:00:00 a. m.,15,108,59,0,0,26,0,44,5,16,10042,0,1,12,11/07/2016 3:00:00 a. m.,OakStreetWeatherStation201611070300
63rd Street Weather Station,11/07/2016 4:00:00 a. m.,115,94,77,0,0,355,0,210,11,19,10042,3,354,119,11/07/2016 4:00:00 a. m.,63rdStreetWeatherStation201611070400
Oak Street Weather Station,11/07/2016 4:00:00 a. m.,15,109,61,0,0,26,0,110,18,25,10044,0,1,121,11/07/2016 4:00:00 a. m.,OakStreetWeatherStation201611070400
63rd Street Weather Station,11/07/2016 5:00:00 a. m.,115,94,77,0,0,355,0,199,25,34,10045,3,354,118,11/07/2016 5:00:00 a. m.,63rdStreetWeatherStation201611070500
Oak Street Weather Station,11/07/2016 5:00:00 a. m.,149,107,59,0,0,26,0,123,7,12,10047,0,1,119,11/07/2016 5:00:00 a. m.,OakStreetWeatherStation201611070500
63rd Street Weather Station,11/07/2016 6:00:00 a. m.,109,9,78,0,0,355,0,200,2,46,10044,3,354,119,11/07/2016 6:00:00 a. m.,63rdStreetWeatherStation201611070600
Oak Street Weather Station,11/07/2016 6:00:00 a. m.,148,107,61,0,0,26,0,104,28,37,10046,0,1,121,11/07/2016 6:00:00 a. m.,OakStreetWeatherStation201611070600
63rd Street Weather Station,11/07/2016 7:00:00 a. m.,108,9,79,0,0,355,0,198,19,35,10044,22,354,119,11/07/2016 7:00:00 a. m.,63rdStreetWeatherStation201611070700
Oak Street Weather Station,11/07/2016 7:00:00 a. m.,148,107,60,0,0,26,0,110,23,38,10047,49,1,12,11/07/2016 7:00:00 a. m.,OakStreetWeatherStation201611070700
63rd Street Weather Station,11/07/2016 8:00:00 a. m.,122,98,74,0,0,355,0,194,21,38,10048,34,355,118,11/07/2016 8:00:00 a. m.,63rdStreetWeatherStation201611070800
Oak Street Weather Station,11/07/2016 8:00:00 a. m.,144,106,63,0,0,26,0,112,33,52,10051,32,1,12,11/07/2016 8:00:00 a. m.,OakStreetWeatherStation201611070800
63rd Street Weather Station,11/07/2016 9:00:00 a. m.,147,111,65,0,0,355,0,223,16,35,10047,329,355,119,11/07/2016 9:00:00 a. m.,63rdStreetWeatherStation201611070900
Oak Street Weather Station,11/07/2016 9:00:00 a. m.,154,114,62,0,0,26,0,115,24,34,10049,337,1,119,11/07/2016 9:00:00 a. m.,OakStreetWeatherStation201611070900
63rd Street Weather Station,11/07/2016 10:00:00 a. m.,164,117,57,0,0,355,0,230,18,29,10045,436,355,119,11/07/2016 10:00:00 a. m.,63rdStreetWeatherStation201611071000
Oak Street Weather Station,11/07/2016 10:00:00 a. m.,16,116,59,0,0,26,0,112,25,4,10048,427,1,121,11/07/2016 10:00:00 a. m.,OakStreetWeatherStation201611071000
Oak Street Weather Station,11/07/2016 11:00:00 a. m.,179,118,48,0,0,26,0,46,11,18,10044,403,1,12,11/07/2016 11:00:00 a. m.,OakStreetWeatherStation201611071100
63rd Street Weather Station,11/07/2016 1:00:00 p. m.,193,123,43,0,0,355,0,194,22,42,10027,469,354,119,11/07/2016 1:00:00 p. m.,63rdStreetWeatherStation201611071300
Oak Street Weather Station,11/07/2016 1:00:00 p. m.,19,116,40,0,0,26,0,87,1,26,10031,398,0,121,11/07/2016 1:00:00 p. m.,OakStreetWeatherStation201611071300
63rd Street Weather Station,11/07/2016 2:00:00 p. m.,197,125,42,0,0,355,0,217,13,29,10022,359,353,12,11/07/2016 2:00:00 p. m.,63rdStreetWeatherStation201611071400
Oak Street Weather Station,11/07/2016 2:00:00 p. m.,178,128,57,0,0,26,0,69,2,33,10025,26,1,12,11/07/2016 2:00:00 p. m.,OakStreetWeatherStation201611071400
63rd Street Weather Station,11/07/2016 3:00:00 p. m.,195,121,41,0,0,355,0,230,21,29,10019,211,353,119,11/07/2016 3:00:00 p. m.,63rdStreetWeatherStation201611071500
Oak Street Weather Station,11/07/2016 3:00:00 p. m.,188,116,41,0,0,26,0,113,14,26,10022,27,1,119,11/07/2016 3:00:00 p. m.,OakStreetWeatherStation201611071500
63rd Street Weather Station,11/07/2016 4:00:00 p. m.,186,114,41,0,0,355,0,231,24,38,1002,44,355,119,11/07/2016 4:00:00 p. m.,63rdStreetWeatherStation201611071600
Oak Street Weather Station,11/07/2016 4:00:00 p. m.,19,115,40,0,0,26,0,307,16,28,10022,15,1,121,11/07/2016 4:00:00 p. m.,OakStreetWeatherStation201611071600
63rd Street Weather Station,11/07/2016 5:00:00 p. m.,176,112,46,0,0,355,0,235,14,19,1002,2,354,118,11/07/2016 5:00:00 p. m.,63rdStreetWeatherStation201611071700
Oak Street Weather Station,11/07/2016 5:00:00 p. m.,183,115,44,0,0,26,0,307,5,17,10023,-2,1,12,11/07/2016 5:00:00 p. m.,OakStreetWeatherStation201611071700
63rd Street Weather Station,11/07/2016 6:00:00 p. m.,168,113,51,0,0,355,0,213,9,12,1002,2,354,119,11/07/2016 6:00:00 p. m.,63rdStreetWeatherStation201611071800
Oak Street Weather Station,11/07/2016 6:00:00 p. m.,179,115,46,0,0,26,0,101,7,14,10024,-2,1,121,11/07/2016 6:00:00 p. m.,OakStreetWeatherStation201611071800
63rd Street Weather Station,11/07/2016 7:00:00 p. m.,154,108,57,0,0,355,0,236,1,14,10021,2,354,12,11/07/2016 7:00:00 p. m.,63rdStreetWeatherStation201611071900
Oak Street Weather Station,11/07/2016 7:00:00 p. m.,173,117,52,0,0,26,0,95,1,17,10023,-2,1,12,11/07/2016 7:00:00 p. m.,OakStreetWeatherStation201611071900
63rd Street Weather Station,11/07/2016 8:00:00 p. m.,15,107,59,0,0,355,0,223,1,23,10019,2,354,119,11/07/2016 8:00:00 p. m.,63rdStreetWeatherStation201611072000
Oak Street Weather Station,11/07/2016 8:00:00 p. m.,177,114,46,0,0,26,0,46,9,12,10023,0,1,121,11/07/2016 8:00:00 p. m.,OakStreetWeatherStation201611072000
63rd Street Weather Station,11/07/2016 9:00:00 p. m.,146,104,60,0,0,355,0,220,14,23,10017,2,354,119,11/07/2016 9:00:00 p. m.,63rdStreetWeatherStation201611072100
Oak Street Weather Station,11/07/2016 9:00:00 p. m.,172,113,48,0,0,26,0,0,0,4,10021,0,2,119,11/07/2016 9:00:00 p. m.,OakStreetWeatherStation201611072100
63rd Street Weather Station,11/07/2016 10:00:00 p. m.,14,101,62,0,0,355,0,217,13,21,10013,3,354,119,11/07/2016 10:00:00 p. m.,63rdStreetWeatherStation201611072200
Oak Street Weather Station,11/07/2016 10:00:00 p. m.,171,114,50,0,0,26,0,0,0,6,10015,0,1,12,11/07/2016 10:00:00 p. m.,OakStreetWeatherStation201611072200
63rd Street Weather Station,11/07/2016 11:00:00 p. m.,138,101,64,0,0,355,0,238,21,34,10009,3,354,119,11/07/2016 11:00:00 p. m.,63rdStreetWeatherStation201611072300
Oak Street Weather Station,11/07/2016 11:00:00 p. m.,173,115,50,0,0,26,0,308,11,21,1001,-2,0,12,11/07/2016 11:00:00 p. m.,OakStreetWeatherStation201611072300
63rd Street Weather Station,11/08/2016 12:00:00 a. m.,136,102,66,0,0,355,0,235,25,36,10004,2,355,118,11/08/2016 12:00:00 a. m.,63rdStreetWeatherStation201611082400
Oak Street Weather Station,11/08/2016 12:00:00 a. m.,171,117,52,0,0,26,0,0,11,23,10004,-2,1,12,11/08/2016 12:00:00 a. m.,OakStreetWeatherStation201611082400
63rd Street Weather Station,11/08/2016 1:00:00 a. m.,138,106,67,0,0,355,0,239,22,34,1000,2,354,119,11/08/2016 1:00:00 a. m.,63rdStreetWeatherStation201611080100
Oak Street Weather Station,11/08/2016 1:00:00 a. m.,171,117,53,0,0,26,0,286,32,7,10001,-2,1,122,11/08/2016 1:00:00 a. m.,OakStreetWeatherStation201611080100
63rd Street Weather Station,11/08/2016 2:00:00 a. m.,143,109,67,0,0,355,0,238,24,47,9997,2,353,119,11/08/2016 2:00:00 a. m.,63rdStreetWeatherStation201611080200
Oak Street Weather Station,11/08/2016 2:00:00 a. m.,166,116,55,0,0,26,0,276,31,57,9998,-2,1,12,11/08/2016 2:00:00 a. m.,OakStreetWeatherStation201611080200
63rd Street Weather Station,11/08/2016 3:00:00 a. m.,143,11,68,0,0,355,0,223,23,39,9994,2,354,118,11/08/2016 3:00:00 a. m.,63rdStreetWeatherStation201611080300
Oak Street Weather Station,11/08/2016 3:00:00 a. m.,163,116,57,0,0,26,0,277,3,76,9992,-2,1,121,11/08/2016 3:00:00 a. m.,OakStreetWeatherStation201611080300
63rd Street Weather Station,11/08/2016 4:00:00 a. m.,147,112,66,0,0,355,0,252,29,45,9992,2,354,119,11/08/2016 4:00:00 a. m.,63rdStreetWeatherStation201611080400
Oak Street Weather Station,11/08/2016 4:00:00 a. m.,159,116,60,0,0,26,0,266,35,77,9994,0,1,12,11/08/2016 4:00:00 a. m.,OakStreetWeatherStation201611080400
63rd Street Weather Station,11/08/2016 5:00:00 a. m.,132,118,84,0,14,37,60,255,33,52,9993,3,354,119,11/08/2016 5:00:00 a. m.,63rdStreetWeatherStation201611080500
Oak Street Weather Station,11/08/2016 5:00:00 a. m.,142,117,74,0,14,274,60,272,19,44,9992,0,1,12,11/08/2016 5:00:00 a. m.,OakStreetWeatherStation201611080500
63rd Street Weather Station,11/08/2016 6:00:00 a. m.,131,117,85,0,0,37,0,248,28,39,9989,3,354,119,11/08/2016 6:00:00 a. m.,63rdStreetWeatherStation201611080600
Oak Street Weather Station,11/08/2016 6:00:00 a. m.,145,122,77,0,0,274,0,276,18,45,9993,0,0,12,11/08/2016 6:00:00 a. m.,OakStreetWeatherStation201611080600
63rd Street Weather Station,11/08/2016 7:00:00 a. m.,134,12,86,0,0,37,0,249,23,33,9991,17,354,119,11/08/2016 7:00:00 a. m.,63rdStreetWeatherStation201611080700
Oak Street Weather Station,11/08/2016 7:00:00 a. m.,146,123,76,0,0,274,0,283,19,39,9994,7,1,121,11/08/2016 7:00:00 a. m.,OakStreetWeatherStation201611080700
63rd Street Weather Station,11/08/2016 8:00:00 a. m.,138,123,84,0,0,37,0,258,33,46,9993,18,354,119,11/08/2016 8:00:00 a. m.,63rdStreetWeatherStation201611080800
Oak Street Weather Station,11/08/2016 8:00:00 a. m.,149,125,76,0,0,274,0,260,33,64,9994,20,1,121,11/08/2016 8:00:00 a. m.,OakStreetWeatherStation201611080800
63rd Street Weather Station,11/08/2016 9:00:00 a. m.,143,127,84,0,0,37,0,252,29,45,9987,36,354,12,11/08/2016 9:00:00 a. m.,63rdStreetWeatherStation201611080900
Oak Street Weather Station,11/08/2016 9:00:00 a. m.,147,124,77,0,0,274,0,339,17,29,9996,53,1,121,11/08/2016 9:00:00 a. m.,OakStreetWeatherStation201611080900
63rd Street Weather Station,11/08/2016 10:00:00 a. m.,145,129,83,0,4,374,0,258,32,54,9986,114,354,119,11/08/2016 10:00:00 a. m.,63rdStreetWeatherStation201611081000
Oak Street Weather Station,11/08/2016 10:00:00 a. m.,149,125,76,0,3,277,0,260,1,24,9991,156,1,119,11/08/2016 10:00:00 a. m.,OakStreetWeatherStation201611081000
63rd Street Weather Station,11/08/2016 11:00:00 a. m.,161,133,74,0,0,374,0,286,34,72,9986,343,354,119,11/08/2016 11:00:00 a. m.,63rdStreetWeatherStation201611081100
Oak Street Weather Station,11/08/2016 11:00:00 a. m.,16,13,71,0,0,277,0,272,8,16,999,319,1,12,11/08/2016 11:00:00 a. m.,OakStreetWeatherStation201611081100
63rd Street Weather Station,11/08/2016 12:00:00 p. m.,163,135,74,0,0,374,0,330,18,45,9983,483,354,119,11/08/2016 12:00:00 p. m.,63rdStreetWeatherStation201611081200
Oak Street Weather Station,11/08/2016 12:00:00 p. m.,164,132,70,0,0,277,0,336,27,41,9985,73,1,119,11/08/2016 12:00:00 p. m.,OakStreetWeatherStation201611081200
63rd Street Weather Station,11/08/2016 1:00:00 p. m.,17,128,62,0,0,374,0,345,37,72,998,156,354,119,11/08/2016 1:00:00 p. m.,63rdStreetWeatherStation201611081300
Oak Street Weather Station,11/08/2016 1:00:00 p. m.,152,127,75,0,0,277,0,17,29,47,9987,398,1,119,11/08/2016 1:00:00 p. m.,OakStreetWeatherStation201611081300
63rd Street Weather Station,11/08/2016 2:00:00 p. m.,136,118,82,0,0,374,0,26,75,126,998,354,353,119,11/08/2016 2:00:00 p. m.,63rdStreetWeatherStation201611081400
Oak Street Weather Station,11/08/2016 2:00:00 p. m.,127,11,81,0,0,277,0,24,64,9,9996,53,0,12,11/08/2016 2:00:00 p. m.,OakStreetWeatherStation201611081400
63rd Street Weather Station,11/08/2016 3:00:00 p. m.,124,105,80,0,0,374,0,22,72,121,9995,240,353,12,11/08/2016 3:00:00 p. m.,63rdStreetWeatherStation201611081500
Oak Street Weather Station,11/08/2016 3:00:00 p. m.,122,10,77,0,0,277,0,21,71,103,10007,39,1,121,11/08/2016 3:00:00 p. m.,OakStreetWeatherStation201611081500
63rd Street Weather Station,11/08/2016 4:00:00 p. m.,126,97,69,0,0,374,0,20,104,157,10002,56,353,119,11/08/2016 4:00:00 p. m.,63rdStreetWeatherStation201611081600
Oak Street Weather Station,11/08/2016 4:00:00 p. m.,126,95,67,0,0,277,0,16,78,125,10015,20,1,121,11/08/2016 4:00:00 p. m.,OakStreetWeatherStation201611081600
63rd Street Weather Station,11/08/2016 5:00:00 p. m.,126,97,70,0,0,374,0,21,58,94,10006,3,354,118,11/08/2016 5:00:00 p. m.,63rdStreetWeatherStation201611081700
Oak Street Weather Station,11/08/2016 5:00:00 p. m.,127,94,66,0,0,277,0,1,45,65,10014,0,0,119,11/08/2016 5:00:00 p. m.,OakStreetWeatherStation201611081700
63rd Street Weather Station,11/08/2016 6:00:00 p. m.,126,10,72,0,0,374,0,15,68,104,10013,3,354,119,11/08/2016 6:00:00 p. m.,63rdStreetWeatherStation201611081800
Oak Street Weather Station,11/08/2016 6:00:00 p. m.,127,97,69,0,0,277,0,1,44,7,10021,0,0,12,11/08/2016 6:00:00 p. m.,OakStreetWeatherStation201611081800
63rd Street Weather Station,11/08/2016 7:00:00 p. m.,13,98,67,0,0,374,0,10,91,134,10015,3,354,119,11/08/2016 7:00:00 p. m.,63rdStreetWeatherStation201611081900
Oak Street Weather Station,11/08/2016 7:00:00 p. m.,129,92,62,0,0,277,0,3,89,138,10026,0,1,12,11/08/2016 7:00:00 p. m.,OakStreetWeatherStation201611081900
63rd Street Weather Station,11/08/2016 8:00:00 p. m.,127,95,67,0,0,374,0,16,111,173,1002,3,354,118,11/08/2016 8:00:00 p. m.,63rdStreetWeatherStation201611082000
Oak Street Weather Station,11/08/2016 8:00:00 p. m.,125,87,60,0,0,277,0,356,74,116,10034,0,1,118,11/08/2016 8:00:00 p. m.,OakStreetWeatherStation201611082000
63rd Street Weather Station,11/08/2016 9:00:00 p. m.,123,9,65,0,0,374,0,12,89,142,10023,3,354,119,11/08/2016 9:00:00 p. m.,63rdStreetWeatherStation201611082100
Oak Street Weather Station,11/08/2016 9:00:00 p. m.,122,89,65,0,0,277,0,6,71,99,10032,0,1,12,11/08/2016 9:00:00 p. m.,OakStreetWeatherStation201611082100
63rd Street Weather Station,11/08/2016 10:00:00 p. m.,12,95,72,0,0,374,0,16,84,14,10021,3,354,118,11/08/2016 10:00:00 p. m.,63rdStreetWeatherStation201611082200
Oak Street Weather Station,11/08/2016 10:00:00 p. m.,118,85,64,0,0,277,0,2,66,89,10028,0,0,121,11/08/2016 10:00:00 p. m.,OakStreetWeatherStation201611082200
63rd Street Weather Station,11/08/2016 11:00:00 p. m.,117,89,70,0,0,374,0,19,76,12,10023,3,354,119,11/08/2016 11:00:00 p. m.,63rdStreetWeatherStation201611082300
Oak Street Weather Station,11/08/2016 11:00:00 p. m.,117,89,69,0,0,277,0,19,72,106,10035,0,0,12,11/08/2016 11:00:00 p. m.,OakStreetWeatherStation201611082300
63rd Street Weather Station,11/09/2016 12:00:00 a. m.,115,87,69,0,0,374,0,355,63,10,10023,3,354,119,11/09/2016 12:00:00 a. m.,63rdStreetWeatherStation201611092400
Oak Street Weather Station,11/09/2016 12:00:00 a. m.,115,86,68,0,0,277,0,7,66,91,10036,0,0,121,11/09/2016 12:00:00 a. m.,OakStreetWeatherStation201611092400
63rd Street Weather Station,11/09/2016 1:00:00 a. m.,113,85,69,0,0,374,0,6,73,126,10024,3,354,119,11/09/2016 1:00:00 a. m.,63rdStreetWeatherStation201611090100
Oak Street Weather Station,11/09/2016 1:00:00 a. m.,112,81,67,0,0,277,0,8,64,9,10032,0,1,12,11/09/2016 1:00:00 a. m.,OakStreetWeatherStation201611090100
63rd Street Weather Station,11/09/2016 2:00:00 a. m.,105,8,72,0,0,374,0,348,62,88,10026,3,354,119,11/09/2016 2:00:00 a. m.,63rdStreetWeatherStation201611090200
Oak Street Weather Station,11/09/2016 2:00:00 a. m.,104,75,68,0,0,277,0,339,3,52,10036,0,1,12,11/09/2016 2:00:00 a. m.,OakStreetWeatherStation201611090200
63rd Street Weather Station,11/09/2016 3:00:00 a. m.,104,79,72,0,0,374,0,349,41,85,10027,3,354,119,11/09/2016 3:00:00 a. m.,63rdStreetWeatherStation201611090300
Oak Street Weather Station,11/09/2016 3:00:00 a. m.,99,72,69,0,0,277,0,358,17,38,10033,0,1,12,11/09/2016 3:00:00 a. m.,OakStreetWeatherStation201611090300
63rd Street Weather Station,11/09/2016 4:00:00 a. m.,92,67,71,0,0,374,0,335,2,41,10031,3,354,119,11/09/2016 4:00:00 a. m.,63rdStreetWeatherStation201611090400
Oak Street Weather Station,11/09/2016 4:00:00 a. m.,9,64,69,0,0,277,0,348,11,22,10036,0,0,121,11/09/2016 4:00:00 a. m.,OakStreetWeatherStation201611090400
63rd Street Weather Station,11/09/2016 5:00:00 a. m.,95,74,75,0,0,374,0,345,37,55,10032,3,354,12,11/09/2016 5:00:00 a. m.,63rdStreetWeatherStation201611090500
Oak Street Weather Station,11/09/2016 5:00:00 a. m.,9,65,70,0,0,277,0,11,24,57,10039,0,0,12,11/09/2016 5:00:00 a. m.,OakStreetWeatherStation201611090500
63rd Street Weather Station,11/09/2016 6:00:00 a. m.,94,75,78,0,0,374,0,348,46,71,10034,3,354,119,11/09/2016 6:00:00 a. m.,63rdStreetWeatherStation201611090600
Oak Street Weather Station,11/09/2016 6:00:00 a. m.,88,65,72,0,0,277,0,321,16,28,10039,0,1,121,11/09/2016 6:00:00 a. m.,OakStreetWeatherStation201611090600
63rd Street Weather Station,11/09/2016 7:00:00 a. m.,8,62,78,0,0,374,0,303,12,32,1004,22,354,12,11/09/2016 7:00:00 a. m.,63rdStreetWeatherStation201611090700
Oak Street Weather Station,11/09/2016 7:00:00 a. m.,83,61,72,0,0,277,0,276,12,24,10045,14,1,12,11/09/2016 7:00:00 a. m.,OakStreetWeatherStation201611090700
63rd Street Weather Station,11/09/2016 8:00:00 a. m.,79,6,76,0,0,374,0,325,13,46,10045,83,354,119,11/09/2016 8:00:00 a. m.,63rdStreetWeatherStation201611090800
Oak Street Weather Station,11/09/2016 8:00:00 a. m.,87,62,70,0,0,277,0,291,12,19,10052,67,1,12,11/09/2016 8:00:00 a. m.,OakStreetWeatherStation201611090800
63rd Street Weather Station,11/09/2016 9:00:00 a. m.,101,78,73,0,0,374,0,352,3,51,10045,306,354,119,11/09/2016 9:00:00 a. m.,63rdStreetWeatherStation201611090900
Oak Street Weather Station,11/09/2016 9:00:00 a. m.,105,75,66,0,0,277,0,340,14,27,10052,173,1,121,11/09/2016 9:00:00 a. m.,OakStreetWeatherStation201611090900
63rd Street Weather Station,11/09/2016 10:00:00 a. m.,111,88,75,0,0,374,0,1,42,68,10047,437,354,119,11/09/2016 10:00:00 a. m.,63rdStreetWeatherStation201611091000
Oak Street Weather Station,11/09/2016 10:00:00 a. m.,11,82,68,0,0,277,0,14,26,47,10052,387,1,12,11/09/2016 10:00:00 a. m.,OakStreetWeatherStation201611091000
63rd Street Weather Station,11/09/2016 11:00:00 a. m.,115,91,74,0,0,374,0,6,28,54,10047,486,354,119,11/09/2016 11:00:00 a. m.,63rdStreetWeatherStation201611091100
